date,close
2017-04-03,120.74
2017-04-04,123.42
2017-04-05,124.71
2017-04-06,125
2017-04-07,122.59
2017-04-10,117.35
2017-04-11,117.48
2017-04-12,113.29
2017-04-13,113.28
2017-04-14,111.04
2017-04-17,115.51
2017-04-18,113.7
2017-04-19,112.9
2017-04-20,117.4
2017-04-21,120.08
2017-04-24,123.49
2017-04-25,123.88
2017-04-26,125.6
2017-04-27,124.71
2017-04-28,125.82
2017-05-02,128.58
2017-05-03,127.25
2017-05-04,126.7
2017-05-05,128.2
2017-05-10,130
2017-05-11,127.85
2017-05-12,127.3
2017-05-15,131.2
2017-05-16,131.33
2017-05-17,131.35
2017-05-18,128.93
2017-05-19,131.1
2017-05-22,131.98
2017-05-23,132.04
2017-05-24,133
2017-05-25,130.7
2017-05-26,130.2
2017-05-29,130.5
2017-05-30,129.49
2017-05-31,124.69
2017-06-01,125.34
2017-06-02,126.95
2017-06-05,124.46
2017-06-06,122.98
2017-06-07,123.78
2017-06-08,122.4
2017-06-09,122.25
2017-06-13,116.55
2017-06-14,114.3
2017-06-15,111.02
2017-06-16,111.99
2017-06-19,114.11
2017-06-20,115.5
2017-06-21,116.47
2017-06-22,115
2017-06-23,114.58
2017-06-26,113.22
2017-06-27,114.93
2017-06-28,115.72
2017-06-29,115
2017-06-30,120.29
2017-07-03,120.4
2017-07-04,123.4
2017-07-05,125.01
2017-07-06,123.87
2017-07-07,125.5
2017-07-10,127.55
2017-07-11,129
2017-07-12,133.99
2017-07-13,134.6
2017-07-14,134.51
2017-07-17,133.67
2017-07-18,132.7
2017-07-19,134.72
2017-07-20,134.69
2017-07-21,133.75
2017-07-24,134.35
2017-07-25,134
2017-07-26,135.21
2017-07-27,137.24
2017-07-28,136.22
2017-07-31,134.99
2017-08-01,136.44
2017-08-02,138.9
2017-08-03,138.4
2017-08-04,138.77
2017-08-07,139.95
2017-08-08,143.5
2017-08-09,141.9
2017-08-10,141
2017-08-11,141.8
2017-08-14,141.67
2017-08-15,141.5
2017-08-16,141.72
2017-08-17,140.98
2017-08-18,138.74
2017-08-21,140.9
2017-08-22,141.83
2017-08-23,143.5
2017-08-24,147.24
2017-08-25,149.7
2017-08-28,150.75
2017-08-29,149.95
2017-08-30,154
2017-08-31,157.98
2017-09-01,157.8
2017-09-04,158.35
2017-09-05,159.35
2017-09-06,158
2017-09-07,161.43
2017-09-08,162
2017-09-11,162.37
2017-09-12,160.48
2017-09-13,159.63
2017-09-14,159.24
2017-09-15,160.1
2017-09-18,159.25
2017-09-19,157.5
2017-09-20,158.61
2017-09-21,158.6
2017-09-22,157.35
2017-09-25,158.25
2017-09-26,158.37
2017-09-27,158.03
2017-09-28,156.06
2017-09-29,155.7
2017-10-02,157.94
2017-10-03,157.67
2017-10-04,159.15
2017-10-05,160.37
2017-10-06,160.25
2017-10-09,160.38
2017-10-10,158.19
2017-10-11,159.6
2017-10-12,158.7
2017-10-13,160
2017-10-16,163.95
2017-10-17,162.32
2017-10-18,162
2017-10-19,159.01
2017-10-20,160.87
2017-10-23,159.89
2017-10-24,160
2017-10-25,158.79
2017-10-26,159.21
2017-10-27,160
2017-10-30,160.41
2017-10-31,158.52
2017-11-01,159.7
2017-11-02,159.7
2017-11-03,160.5
2017-11-07,171.4
2017-11-08,178.45
2017-11-09,191.06
2017-11-10,190.1
2017-11-13,188.19
2017-11-14,189.65
2017-11-15,190
2017-11-16,185.6
2017-11-17,186.04
2017-11-20,185.6
2017-11-21,192.1
2017-11-22,192.3
2017-11-23,188.7
2017-11-24,192.3
2017-11-27,190.86
2017-11-28,192.5
2017-11-29,189.63
2017-11-30,184.53
2017-12-01,184.55
2017-12-04,184.2
2017-12-05,185.2
2017-12-06,185.4
2017-12-07,181.91
2017-12-08,185
2017-12-11,192.05
2017-12-12,195.96
2017-12-13,188.84
2017-12-14,193.23
2017-12-15,190
2017-12-18,191.29
2017-12-19,190.67
2017-12-20,191.25
2017-12-21,189.5
2017-12-22,189.2
2017-12-25,189.82
2017-12-26,190
2017-12-27,190.73
2017-12-28,190.3
2017-12-29,189
2018-01-03,197.3
2018-01-04,203.03
2018-01-05,203.5
2018-01-09,201.3
2018-01-10,197.52
2018-01-11,199.78
2018-01-12,199.49
2018-01-15,201.9
2018-01-16,200.82
2018-01-17,201.34
2018-01-18,204.63
2018-01-19,203.97
2018-01-22,202.5
2018-01-23,202.71
2018-01-24,204.2
2018-01-25,209
2018-01-26,208
2018-01-29,209.9
2018-01-30,213.35
2018-01-31,217.49
2018-02-01,213.77
2018-02-02,208.8
2018-02-05,209.75
2018-02-06,210.6
2018-02-07,210.22
2018-02-08,206.6
2018-02-09,203.18
2018-02-12,207.69
2018-02-13,209.5
2018-02-14,211.64
2018-02-15,214.6
2018-02-16,214.02
2018-02-19,211.04
2018-02-20,215.9
2018-02-21,224
2018-02-22,228.5
2018-02-26,232.03
2018-02-27,231.18
2018-02-28,227
2018-03-01,226.15
2018-03-02,224.5
2018-03-05,229.29
2018-03-06,224.75
2018-03-07,224.67
2018-03-09,225.3
